No,Short Code,Initial Sites,Co-Located Site Code,Co-Located Site Name,OMC Name,BSC/RNC,Long Code,Area,Zone,Office,Site Type,Site Category,HO / On Air Date,Generator,Generator Serial Number,Site Severity,MSP,VIP
277,0517AL,Initial,,,EZZAH-ST,NEWAWAYED01,C9_0517AL_PH09,Alex,Alex,GLEEM,Outdoor Site,Macro,2025-06-01 00:00:00,,,Golden,Nokia,True
278,2689AL,Initial,,,M-MALAK-HEFNY4,MAMOURA01,C1_2689AL_PH15,Alex,Alex,GLEEM,Micro Site,Micro,2025-06-01 00:00:00,,,Bronze,Nokia,
279,0783DE,Initial,,,G_INT-RD2_0783DE,NEWAWAYED02,C1_0783DE_PH09,Alex,Alex,SEMOUHA,Shelter Site,Macro,2025-06-01 00:00:00,,,Golden,Nokia,
280,3133AL,Initial,,,NOWATIA-2,NEWAWYED02,C1_3133AL_PH22,Alex,Alex,SEMOUHA,Outdoor Site,Macro,2025-06-01 00:00:00,,,Golden,Nokia,True
281,2003AL,Initial,,,M-ASRAB,MIAMI01,C3_2003AL_PH03,Alex,Alex,GLEEM,Micro Site,Micro,2025-06-01 00:00:00,,,Bronze,Nokia,
282,0099AL,Initial,,,S_NEFERTITI_0099AL,SMOUHA01,C5_0099AL_PH02,Alex,Alex,GLEEM,Shelter Site,Macro,2025-06-01 00:00:00,,,Bronze,Nokia,
283,0603AL,Initial,,,EZBET-RYAD,NA,C7_0603AL_PH12,Alex,Alex,SEMOUHA,Outdoor Site,Macro,2025-06-01 00:00:00,,,Silver,Nokia,
284,2688AL,Initial,,,M-MALAK-HEFNY3,MAMOURA01,C1_2688AL_PH15,Alex,Alex,GLEEM,Micro Site,Micro,2025-06-01 00:00:00,,,Bronze,Nokia,
285,2999AL,Initial,,,M-SMOUHA-9,SMOUHA01,C1_2999AL_PH19,Alex,Alex,SEMOUHA,Micro Site,Micro,2025-06-01 00:00:00,,,Bronze,Nokia,
286,8019AL,Initial,8019AL,MALAHA BSC,A_MALAHA_BSS12_11111,MAMOURA01,C2_0819AL_PH3,Alex,Alex,GLEEM,Shelter Site,Macro,2025-06-01 00:00:00,,,Silver,Nokia,
287,0792AL,Initial,,,KARMOZ-4,MANSHIA01,C3_0792AL_PH15,Alex,Alex,SEMOUHA,Outdoor Site,Macro,2025-06-01 00:00:00,,,Silver,Nokia,
288,2612AL,Initial,,,M-ZOHOR-2,SMOUHA01,C3_2612AL_PH14,Alex,Alex,SEMOUHA,Micro Site,Micro,2025-06-01 00:00:00,,,Bronze,Nokia,
289,0432AL,Initial,,,IZBIT FALAKY 2,NEWAWAYED01,C8_0432AL_PH09,Alex,Alex,SEMOUHA,Outdoor Site,Macro,2025-06-01 00:00:00,,,Bronze,Nokia,
290,0415AL,Initial,,,S_LABBAN-ALEX_0415AL,MANSHIA01,C7_0415AL_PH09,Alex,Alex,SEMOUHA,Shelter Site,Macro,2025-06-01 00:00:00,,,Silver,Nokia,
291,0028AL,Initial,2985AL,M-LORAN-2,S_LORAN2_0028AL,MIAMI01,C2_0028AL_PH01,Alex,Alex,GLEEM,Shelter Site,Macro,2025-06-01 00:00:00,,,Golden,Nokia,True
292,2687AL,Initial,,,M-EISAWY-2,AWAYED 3 NSN,C1_2687AL_PH15,Alex,Alex,GLEEM,Micro Site,Micro,2025-06-01 00:00:00,,,Bronze,Nokia,
293,2633AL,Initial,,,M-ZERBANA,NA,C2_2633AL_PH14,Alex,Alex,GLEEM,Micro Site,Micro,2025-06-01 00:00:00,,,Bronze,Nokia,
294,2613AL,Initial,,,M-BAKOS-3,NEWAWAYED01,C1_2613AL_PH14,Alex,Alex,GLEEM,Micro Site,Micro,2025-06-01 00:00:00,,,Bronze,Nokia,
295,0106AL,Initial,8027AL,SIDIBISHR KBLY BSC,S_SIDIBISHR-KBLY_0106AL,MIAMI01,C1_0106AL_PH02,Alex,Alex,GLEEM,Shelter Site,Macro,2025-06-01 00:00:00,,,Bronze,Nokia,
296,0151AL,Initial,2994AL,M-ARMY-COURT,S_ARMY-COURT_0151AL,MIAMI01,C10_0151AL_PH03,Alex,Alex,GLEEM,Outdoor Site,Macro,2025-06-01 00:00:00,,,Silver,Nokia,
297,2791AL,Initial,,,M-SABA-2,NA,C3_2791AL_PH17,Alex,Alex,GLEEM,Micro Site,Micro,2025-06-01 00:00:00,,,Bronze,Nokia,
298,0225AL,Initial,,,S_SPORTING_CLUB_0225AL,SMOUHA01,C5_0225AL_PH03,Alex,Alex,GLEEM,Outdoor Site,Macro,2025-06-01 00:00:00,,,Bronze,Nokia,
299,0462AL,Initial,,,HADARA-KBLY,SMOUHA01,C5_0462AL_PH09,Alex,Alex,SEMOUHA,Outdoor Site,Macro,2025-06-01 00:00:00,,,Golden,Nokia,True
300,0096AL,Initial,,,N_MANSHIA2_0096AL,MANSHIA01,C1_0096AL_PH02,Alex,Alex,SEMOUHA,Outdoor Site,Macro,2025-06-01 00:00:00,,,Silver,Nokia,
301,0371AL,Initial,,,S_WARDIAN-SHARQ_0371AL,MANSHIA02,C1_0371AL_PH09,Alex,Alex,SEMOUHA,Shelter Site,Macro,2025-06-01 00:00:00,,,Golden,Nokia,True
302,0690AL,Initial,,,IZ-500,NEWAWAYED02,C7_0690AL_PH13,Alex,Alex,SEMOUHA,Outdoor Site,Macro,2025-06-01 00:00:00,,,Golden,Nokia,True
303,1020AL,Initial,,,S_I-FTHALA-SMOHA_1020AL_G000,SMOUHA01,C2_1020AL_PH04,Alex,Alex,SEMOUHA,Micro Site,Micro,2025-06-01 00:00:00,,,Bronze,Nokia,
304,0694AL,Initial,,,KARMOZ,MANSHIA02,C5_0694AL_PH13,Alex,Alex,SEMOUHA,Outdoor Site,Macro,2025-06-01 00:00:00,,,Golden,Nokia,True
305,0203AL,Initial,,,MAHMODIA (Replacement),SEMOUHA02,C4_0203AL_PH03,Alex,Alex,SEMOUHA,Outdoor Site,Macro,2025-06-01 00:00:00,,,Bronze,Nokia,
306,0746AL,Initial,,,HADRA-KBLY-3,SMOUHA01,C1_0746AL_PH14,Alex,Alex,SEMOUHA,Shelter Site,Macro,2025-06-01 00:00:00,,,Silver,Nokia,
307,0876AL,Initial,,,SOLIK-2,NEWAWAYED02,C2_0876AL_PH17,Alex,Alex,SEMOUHA,Outdoor Site,Macro,2025-06-01 00:00:00,,,Bronze,Nokia,
308,0656AL,Initial,,,GHIT-ENAB-2,SEMOUHA02,C7_0656AL_PH13,Alex,Alex,SEMOUHA,Outdoor Site,Macro,2025-06-01 00:00:00,,,Golden,Nokia,True
309,0922AL,Initial,,,MOHARAM-BEK-6,SEMOUHA02,C4_0922AL_PH18,Alex,Alex,SEMOUHA,Outdoor Site,Macro,2025-06-01 00:00:00,,,Bronze,Nokia,
310,2A16AL,Initial,,,M-SPRT-CLB-1,NA,C1_2A16AL_PH19,Alex,Alex,GLEEM,Micro Site,Micro,2025-06-01 00:00:00,,,Bronze,Nokia,
311,2A15AL,Initial,,,M-SPRT-CLB-2,NA,C1_2A15AL_PH19,Alex,Alex,GLEEM,Micro Site,Micro,2025-06-01 00:00:00,,,Bronze,Nokia,
312,0004AL,Initial,,,S_CAMPSHEZAR_0004AL,SMOUHA01,C1_0004AL_PH00,Alex,Alex,GLEEM,Outdoor Site,Macro,2025-06-01 00:00:00,,,Bronze,Nokia,
313,0927AL,Initial,,,SIDIGABER-2,SEMOUHA01,C5_0927AL_PH18,Alex,Alex,GLEEM,Outdoor Site,Macro,2025-06-01 00:00:00,,,Silver,Nokia,
314,0010AL,Initial,8101AL,MAMOURA01,MAMOURA,MAMOURA01,C1_8101AL_PH15,Alex,Alex,GLEEM,Shelter Site,Macro,2025-06-01 00:00:00,,,Golden,Nokia,
315,0695AL,Initial,,,KARMOZ-2,MANSHIA02,C2_0695AL_PH14,Alex,Alex,SEMOUHA,Outdoor Site,Macro,2025-06-01 00:00:00,,,Golden,Nokia,True
316,0738AL,Initial,,,MOHARAM-BEK-3,SEMOUHA02,C3_0738AL_PH14,Alex,Alex,SEMOUHA,Outdoor Site,Macro,2025-06-01 00:00:00,,,Silver,Nokia,
317,3225AL,Initial,,,MANSHIA-8,MANSHIA01,C1_3225AL_PH24,Alex,Alex,SEMOUHA,Outdoor Site,Macro,2025-06-01 00:00:00,,,Bronze,Nokia,
318,0453AL,Initial,2685AL,M-IBN-WALID2,S_IBN-WALEED-ST_0453AL,MIAMI01,C1_0453AL_PH09,Alex,Alex,GLEEM,Shelter Site,Macro,2025-06-01 00:00:00,,,Silver,Nokia,
319,0928AL,Initial,,,TALATEEN-ST3,MAMOURA01,C4_0928AL_PH18,Alex,Alex,GLEEM,Outdoor Site,Macro,2025-06-01 00:00:00,,,Golden,Nokia,True
320,0722AL,Initial,,,LATIN-DST,MANSHIA01,C1_0722AL_PH14,Alex,Alex,GLEEM,Outdoor Site,Macro,2025-06-01 00:00:00,,,Bronze,Nokia,
321,0790AL,Initial,,,SPORTING-3,SMOUHA01,C1_0790AL_PH15,Alex,Alex,GLEEM,Outdoor Site,Macro,2025-06-01 00:00:00,,,Silver,Nokia,
322,0007AL,Initial,,,S_MAX_0007AL,MANSHIA02,C1_0007AL_PH00,Alex,Alex,SEMOUHA,Shelter Site,Macro,2025-06-01 00:00:00,,,Silver,Nokia,
323,0929AL,Initial,,,MUHAGREEN-2, NEWAWAYED02,C3_0929AL_PH18,Alex,Alex,SEMOUHA,Outdoor Site,Macro,2025-06-01 00:00:00,,,Bronze,Nokia,
324,0672AL,Initial,,,ABIS 4 ,NEWAWAYED02,C1_0672AL_PH13,Alex,Alex,SEMOUHA,Outdoor Site,Macro,2025-06-01 00:00:00,,,Bronze,Nokia,
325,0591AL,Initial,,,GHOBRIAL-2(Replacement),NEWAWAYED01,C10_0591AL_PH12,Alex,Alex,GLEEM,Outdoor Site,Macro,2025-06-01 00:00:00,,,Silver,Nokia,
326,0021AL,Initial,,,S_BASHARK_0021AL,SEMOUHA02,C1_0021AL_PH01,Alex,Alex,SEMOUHA,Outdoor Site,Macro,2025-06-01 00:00:00,,,Bronze,Nokia,
327,0210AL,Initial,,,MRGHANI-PALACE,SMOUHA02,C2_0210AL_PH03,Alex,Alex,GLEEM,Outdoor Site,Macro,2025-06-01 00:00:00,,,Bronze,Nokia,
328,0031AL,Initial,,,S_PS-RD_0031AL,SEMOUHA02,C3_0031AL_PH01,Alex,Alex,GLEEM,Outdoor Site,Macro,2025-06-01 00:00:00,,,Bronze,Nokia,
329,0436AL,Initial,,,S_WARDIAN-ST_0436AL,MANSHIA02,C4_0436AL_PH09,Alex,Alex,SEMOUHA,Outdoor Site,Macro,2025-06-01 00:00:00,,,Golden,Nokia,True
330,0732AL,Initial,,,MANDARA-3,MAMOURA01,C4_0732AL_PH14,Alex,Alex,GLEEM,Outdoor Site,Macro,2025-06-01 00:00:00,,,Silver,Nokia,
331,2620AL,Initial,,,M-MOSHIR-ST,SMOUHA01,C4_2620AL_PH14,Alex,Alex,GLEEM,Micro Site,Micro,2025-06-01 00:00:00,,,Bronze,Nokia,
332,0689AL,Initial,,,ABU-QIR-PORT,NEWAWAYED02,C9_0689AL_PH13,Alex,Alex,GLEEM,Outdoor Site,Macro,2025-06-01 00:00:00,,,Bronze,Nokia,
333,0176AL,Initial,,,NAQLI (Replacement),MAMOURA01,C4_0176AL_PH03,Alex,Alex,GLEEM,Outdoor Site,Macro,2025-06-01 00:00:00,,,Silver,Nokia,
334,0354AL,Initial,8049AL,ASMEDA,0171_E_ASMEDA_0354AL,MAMOURA01,C2_0354AL_PH08,Alex,Alex,GLEEM,Shelter Site,Macro,2025-06-01 00:00:00,,,Golden,Nokia,True
335,0164AL,Initial,2990AL,M-DERBALA-5,DERBALAH(Replacement),MIAMI01,C3_0164AL_PH03,Alex,Alex,GLEEM,Outdoor Site,Macro,2025-06-01 00:00:00,,,Golden,Nokia,True
336,0519AL,Initial,,,SYOUF-AWAYED,NEWAWAYED01,C10_0519AL_PH09,Alex,Alex,GLEEM,Outdoor Site,Macro,2025-06-01 00:00:00,,,Golden,Nokia,
337,0954AL,Initial,,,IZBT-FALAKY-8,NEWAWAYED01,C5_0954AL_PH18,Alex,Alex,GLEEM,Outdoor Site,Macro,2025-06-01 00:00:00,,,Bronze,Nokia,
338,0458AL,Initial,,,U_WENGAT_0458AL,SEMOUHA02,C1_0458AL_PH09,Alex,Alex,GLEEM,Outdoor Site,Macro,2025-06-01 00:00:00,,,Silver,Nokia,
339,0650AL,Initial,8070AL,AUTO BSC,A_Auto_Exch_BSC01,MANSHIA01,C1_0650AL_PH13,Alex,Alex,SEMOUHA,Shelter Site,Macro,2025-06-01 00:00:00,,,Silver,Nokia,
340,7239AL,Initial,,,7239AL_ KARMOZ EXCH,Manshia,7239AL,Alex,Alex,SEMOUHA,Outdoor Site,Macro,2025-06-01 00:00:00,,,Silver,Nokia,
341,2023AL,Initial,,,S_M-YEHYA_2023AL_0G00,MANSHIA01,C2_2023AL_PH03,Alex,Alex,SEMOUHA,Micro Site,Micro,2025-06-01 00:00:00,,,Bronze,Nokia,
342,0798AL,Initial,,,AWAYED-3,NEWAWAYED02,C6_0798AL_PH15,Alex,Alex,SEMOUHA,Outdoor Site,Macro,2025-06-01 00:00:00,,,Bronze,Nokia,
343,0130AL,Initial,,,14TH-MAY(Replacement),SMOUHA01,C6_0130AL_PH03,Alex,Alex,SEMOUHA,Outdoor Site,Macro,2025-06-01 00:00:00,,,Golden,Nokia,True
344,3216AL,Initial,,,HADRA-KBLY-6,SMOUHA01,C1_3216AL_PH24,Alex,Alex,SEMOUHA,Outdoor Site,Macro,2025-06-01 00:00:00,,,Bronze,Nokia,
345,0015AL,Initial,,,N_SEMOHA_0015AL,SMOUHA01,C1_0015AL_PH00,Alex,Alex,SEMOUHA,Shelter Site,Macro,2025-06-01 00:00:00,,,Silver,Nokia,
346,3245AL,Initial,,,SYOF-SHAMAA-6,NEWAWAYED01,C3_3245AL_PH24,Alex,Alex,GLEEM,Outdoor Site,Macro,2025-06-01 00:00:00,,,Bronze,Nokia,
347,0138AL,Initial,,,A_ABD-RAHMAN_0138AL,SEMOUHA02,C9_0138AL_PH03,Alex,Alex,GLEEM,Shelter Site,Macro,2025-06-01 00:00:00,,,Silver,Nokia,
348,0101AL,Initial,,,SORYAH,SMOUHA01,C21_0101AL_PH02,Alex,Alex,GLEEM,Outdoor Site,Macro,2025-06-01 00:00:00,,,Silver,Nokia,
349,0425AL,Initial,0425AL,N_ABU-HAIF_0425AL,N_ABU-HAIF_0425AL,MIAMI01,C1_0425AL_PH09,Alex,Alex,GLEEM,Shelter Site,Macro,2025-06-01 00:00:00,,,Golden,Nokia,
350,0724AL,Initial,,,IZBT-SEKINA-2,NEWAWAYED02 ,C6_0724AL_PH14,Alex,Alex,SEMOUHA,Outdoor Site,Macro,2025-06-01 00:00:00,,,Bronze,Nokia,
351,2641AL,Initial,,,M-STAINLEY,SEMOUHA02,C3_2641AL_PH14,Alex,Alex,GLEEM,Micro Site,Micro,2025-06-01 00:00:00,,,Bronze,Nokia,
352,0113AL,Initial,,,S_MOHARAMBEK2_0113AL,SEMOUHA02,C3_0113AL_PH02,Alex,Alex,SEMOUHA,Outdoor Site,Macro,2025-06-01 00:00:00,,,Bronze,Nokia,
353,0394AL,Initial,,,S_HADRA-CTR_0394AL,SMOUHA01,C1_0394AL_PH09,Alex,Alex,SEMOUHA,Shelter Site,Macro,2025-06-01 00:00:00,,,Silver,Nokia,
354,3027AL,Initial,,,SPRTING-CLB3,NA,C1_3027AL_PH19,Alex,Alex,GLEEM,Outdoor Site,Macro,2025-06-01 00:00:00,,,Silver,Nokia,
355,0382AL,Initial,8022AL,SOUK EL SAMAK BSC,S_GEHAD_0382AL_S000,MANSHIA01,C1_0382AL_PH09,Alex,Alex,SEMOUHA,Shelter Site,Macro,2025-06-01 00:00:00,,,Bronze,Nokia,
356,2610AL,Initial,,,M-WARDIAN-MRKT(Replacement),MANSHIA02,C4_2610AL_PH14,Alex,Alex,SEMOUHA,Micro Site,Micro,2025-06-01 00:00:00,,,Bronze,Nokia,
357,0580AL,Initial,,,EBN-SINA-SCH ,NEWAWAYED01,C6_0580AL_PH12,Alex,Alex,GLEEM,Outdoor Site,Macro,2025-06-01 00:00:00,,,Silver,Nokia,
358,2054AL,Initial,,,M-LEROI ( Replacement),MIAMI01,C2_2054AL_PH04,Alex,Alex,GLEEM,Micro Site,Micro,2025-06-01 00:00:00,,,Bronze,Nokia,
359,0141AL,Initial,,,N_ABU-BAKR_0141AL,MIAMI01,C4_0141AL_PH03,Alex,Alex,GLEEM,Outdoor Site,Macro,2025-06-01 00:00:00,,,Silver,Nokia,
360,0735AL,Initial,,,MNSHIYA-BAHRY,MAMOURA01,C5_0735AL_PH14,Alex,Alex,GLEEM,Outdoor Site,Macro,2025-06-01 00:00:00,,,Golden,Nokia,True
361,0090AL,Initial,,,24_S_BAHARIAH_0090AL_GGG0,MAMOURA01,C10_0090AL_PH02,Alex,Alex,GLEEM,Shelter Site,Macro,2025-06-01 00:00:00,,,Silver,Nokia,
362,2955AL,Initial,,,M-MNDRA-SHOP,NA,C2_2955AL_PH18,Alex,Alex,GLEEM,Micro Site,Micro,2025-06-01 00:00:00,,,Bronze,Nokia,
363,0326AL,Initial,,,S_NAMOS-BRIDGE_0326AL,NEWAWAYED02,C1_0326AL_PH06,Alex,Alex,SEMOUHA,Shelter Site,Macro,2025-06-01 00:00:00,,,Silver,Nokia,
364,0251AL,Initial,,,N_MILK-COMPANY_0251AL,NEWAWAYED02,C2_0251AL_PH03,Alex,Alex,SEMOUHA,Outdoor Site,Macro,2025-06-01 00:00:00,,,Bronze,Nokia,
365,0669AL,Initial,,,ABIS10,NEWAWAYED02,C1_0669AL_PH13,Alex,Alex,SEMOUHA,Outdoor Site,Macro,2025-06-01 00:00:00,,,Bronze,Nokia,
366,0599AL,Initial,,,DERBALA-TRAM,MIAMI01,C2_0599AL_PH12,Alex,Alex,GLEEM,Outdoor Site,Macro,2025-06-01 00:00:00,,,Golden,Nokia,True
367,3118AL,Initial,,,BANAYOTI-2,NEWAWAYED02,C1_3118AL_PH22,Alex,Alex,SEMOUHA,Outdoor Site,Macro,2025-06-01 00:00:00,,,Bronze,Nokia,
368,0745AL,Initial,,,HADRA-KBLY-2,SEMOUHA01,C5_0745AL_PH14,Alex,Alex,SEMOUHA,Outdoor Site,Macro,2025-06-01 00:00:00,Cont.,CD3029B150739,Bronze,Nokia,
369,0012AL,Initial,,,N_MoharamBK_0012AL,SEMOUHA02,C1_0012AL_PH00,Alex,Alex,SEMOUHA,Outdoor Site,Macro,2025-06-01 00:00:00,,,Bronze,Nokia,
370,0267AL,Initial,,,SEMOHA-CLUB (Replacement),SMOUHA01,C13_0267AL_PH03,Alex,Alex,GLEEM,Shelter Site,Macro,2025-06-01 00:00:00,,,Golden,Nokia,True
371,0103AL,Initial,,,GHOBRIAL(replacement),NEWAWAYED01,C3_0103AL_PH02,Alex,Alex,GLEEM,Outdoor Site,Macro,2025-06-01 00:00:00,,,Golden,Nokia,True
372,0586AL,Initial,,,22_S_ELZAHERIA-3_0586AL_0SS0,NEWAWAYED01,C1_0586AL_PH12,Alex,Alex,GLEEM,Outdoor Site,Macro,2025-06-01 00:00:00,,,Bronze,Nokia,
373,0747AL,Initial,,,HADRA-2, SMOUHA01,C6_0747AL_PH14,Alex,Alex,SEMOUHA,Outdoor Site,Macro,2025-06-01 00:00:00,,,Bronze,Nokia,
374,0857AL,Initial,,,RASAFA-2,SMOUHA02,C3_0857AL_PH17,Alex,Alex,SEMOUHA,Outdoor Site,Macro,2025-06-01 00:00:00,Cont.,CD3029B150173,Bronze,Nokia,
375,0252AL,Initial,,,N_INT-PARK_0252AL,SEMOUHA02,C5_0252AL_PH03,Alex,Alex,SEMOUHA,Outdoor Site,Macro,2025-06-01 00:00:00,,,Bronze,Nokia,
376,0659AL,Initial,,,HADRA-STH,SEMOUHA02,C6_0659AL_PH13,Alex,Alex,SEMOUHA,Outdoor Site,Macro,2025-06-01 00:00:00,,,Bronze,Nokia,
377,1060AL,Initial,,,I-EXT-CAREFOUR,SEMOUHA02,C1_1060AL_PH13,Alex,Alex,SEMOUHA,Micro Site,Micro,2025-06-01 00:00:00,,,Bronze,Nokia,
378,0437AL,Initial,,,RAS-TEENCORNSH,MANSHIA01,C5_0437AL_PH09,Alex,Alex,SEMOUHA,Outdoor Site,Macro,2025-06-01 00:00:00,,,Silver,Nokia,
379,3223AL,Initial,,,MANSHIA-6,MANSHIA01,C1_3223AL_PH24,Alex,Alex,SEMOUHA,Outdoor Site,Macro,2025-06-01 00:00:00,,,Bronze,Nokia,
380,0093AL,Initial,,,WEKALET-LEMON(replacement),MANSHIA01,C10_0093AL_PH02,Alex,Alex,SEMOUHA,Shelter Site,Macro,2025-06-01 00:00:00,,,Silver,Nokia,
381,0615AL,Initial,,,NZHA-TERMIANL,NEWAWAYED02,C3_0615AL_PH12,Alex,Alex,SEMOUHA,Outdoor Site,Macro,2025-06-01 00:00:00,,,Bronze,Nokia,
382,0189AL,Initial,,,S_FOUAD_0189AL,SMOUHA01,C8_0189AL_PH03,Alex,Alex,GLEEM,Outdoor Site,Macro,2025-06-01 00:00:00,,,Silver,Nokia,
383,0088AL,Initial,,,S_ATARIN_0088AL,MANSHIA01,C2_0088AL_PH02,Alex,Alex,SEMOUHA,Outdoor Site,Macro,2025-06-01 00:00:00,,,Bronze,Nokia,
384,0812AL,Initial,,,ANTONIADS-PARK,NEWAWAYED02,C2_0812AL_PH16,Alex,Alex,SEMOUHA,Outdoor Site,Macro,2025-06-01 00:00:00,,,Bronze,Nokia,
385,0401AL,Initial,,,GEHT-ENB-HOUSE,MANSHIA02,C15_0401AL_PH09,Alex,Alex,SEMOUHA,Outdoor Site,Macro,2025-06-01 00:00:00,,,Bronze,Nokia,
386,2922AL,Initial,,,M-IBN-WALID-3,MIAMI01,C1_2922AL_PH18,Alex,Alex,GLEEM,Micro Site,Micro,2025-06-01 00:00:00,,,Bronze,Nokia,
387,1041AL,Initial,,,FATHALLA JANAKLEES,SEMOUHA02,C1_1041AL_PH09,Alex,Alex,GLEEM,Micro Site,Micro,2025-06-01 00:00:00,,,Bronze,Nokia,
388,0757AL,Initial,,,MALAHA-2,MAMOURA01,C2_0757AL_PH14,Alex,Alex,GLEEM,Outdoor Site,Macro,2025-06-01 00:00:00,,,Bronze,Nokia,
389,0017AL,Initial,,,N_SIDIGABER_0017AL,SMOUHA01,C2_0017AL_PH00,Alex,Alex,GLEEM,Shelter Site,Macro,2025-06-01 00:00:00,,,Silver,Nokia,
390,0736AL,Initial,,,ZAHRAA-ASAFRA,MAMOURA01,C3_0736AL_PH14,Alex,Alex,GLEEM,Outdoor Site,Macro,2025-06-01 00:00:00,,,Silver,Nokia,
391,0109AL,Initial,,,MANDARAH2 (Replacement),MAMOURA01,C2_0109AL_PH02,Alex,Alex,GLEEM,Outdoor Site,Macro,2025-06-01 00:00:00,,,Silver,Nokia,
392,0155AL,Initial,,,S_BEN-RABAH_0155AL,NEWAWAYED01,C3_0155AL_PH03,Alex,Alex,GLEEM,Outdoor Site,Macro,2025-06-01 00:00:00,,,Silver,Nokia,
393,0032AL,Initial,2916AL,M-SPORTING,S_SPORTING_0032AL,SMOUHA01,C5_0032AL_PH01,Alex,Alex,GLEEM,Outdoor Site,Macro,2025-06-01 00:00:00,,,Silver,Nokia,
394,0331AL,Initial,,,S_SEIF_0331AL,MIAMI01,C1_0331AL_PH07,Alex,Alex,GLEEM,Outdoor Site,Macro,2025-06-01 00:00:00,,,Bronze,Nokia,
395,2700AL,Initial,,,M-PS-ST-2,SMOUHA01,C1_2700AL_PH15,Alex,Alex,GLEEM,Micro Site,Micro,2025-06-01 00:00:00,,,Bronze,Nokia,
396,0884AL,Initial,,,ASAFRA-KBLY-3,NEWAWAYED01,C8_0884AL_PH17,Alex,Alex,GLEEM,Outdoor Site,Macro,2025-06-01 00:00:00,,,Golden,Nokia,True
397,0102AL,Initial,,,FLEMMING,SEMOUHA02,C5_0102AL_PH02,Alex,Alex,GLEEM,Outdoor Site,Macro,2025-06-01 00:00:00,,,Bronze,Nokia,
398,0416AL,Initial,,,S_AMOD-SAWARY_0416AL,MANSHIA02,C1_0416AL_PH09,Alex,Alex,SEMOUHA,Outdoor Site,Macro,2025-06-01 00:00:00,,,Silver,Nokia,
399,2730AL,Initial,,,M-MERCEDES-ALX,NEWAWAYED02,C1_2730AL_PH15,Alex,Alex,SEMOUHA,Micro Site,Micro,2025-06-01 00:00:00,,,Bronze,Nokia,
400,2836AL,Initial,,,M-MHRMBEKCTR2,NA,C3_2836AL_PH17,Alex,Alex,SEMOUHA,Micro Site,Micro,2025-06-01 00:00:00,,,Bronze,Nokia,
401,0180AL,Initial,,,S_WARDIAN_0180AL,MANSHIA02,C1_0180AL_PH03,Alex,Alex,SEMOUHA,Outdoor Site,Macro,2025-06-01 00:00:00,,,Golden,Nokia,True
402,1025AL,Initial,,,S_I-MARRIOTT-ALEX_1025AL_G000,MIAMI01,C1_1025AL_PH07,Alex,Alex,GLEEM,Micro Site,Micro,2025-06-01 00:00:00,,,Bronze,Nokia,
403,2018AL,Initial,,,S_M-MIAMI_2018AL_G000,MIAMI01,C1_2018AL_PH03,Alex,Alex,GLEEM,Micro Site,Micro,2025-06-01 00:00:00,,,Bronze,Nokia,
404,0731AL,Initial,,,LECICO-KHRSHD,NEWAWAYED02,C13_0731AL_PH14,Alex,Alex,SEMOUHA,Outdoor Site,Macro,2025-06-01 00:00:00,,,Golden,Nokia,True
405,0389AL,Initial,,,S_LECICO-ALEX_0389AL,NEWAWAYED02,C2_0389AL_PH09,Alex,Alex,SEMOUHA,Shelter Site,Macro,2025-06-01 00:00:00,,,Golden,Nokia,
406,3358AL,Initial,,,MONTAZAH-WST-2_3358AL,NEWAWAYED02,C1_3358AL_PH2,Alex,Alex,GLEEM,Outdoor Site,Macro,2025-06-01 00:00:00,,,Bronze,Nokia,
407,0620AL,Initial,,,IZBET-MUHSEN,NEWAWAYED01,C1_0620AL_PH12,Alex,Alex,SEMOUHA,Shelter Site,Macro,2025-06-01 00:00:00,,,Bronze,Nokia,
408,1016AL,Initial,,,I-ROSHDY-SHP(Replacement),NA,C3_1016AL_PH04,Alex,Alex,GLEEM,Micro Site,Micro,2025-06-01 00:00:00,,,Bronze,Nokia,
409,0702AL,Initial,,,BAHARIA-CLG,NEWAWAYED01,C3_0702AL_PH13,Alex,Alex,GLEEM,Outdoor Site,Macro,2025-06-01 00:00:00,,,Golden,Nokia,True
410,2741AL,Initial,,,M-KARMOZ-5,NA,C2_2741AL_PH16,Alex,Alex,SEMOUHA,Micro Site,Micro,2025-06-01 00:00:00,,,Bronze,Nokia,
411,2644AL,Initial,,,M-AWAYED-2,NEWAWAYED01,C2_2644AL_PH15,Alex,Alex,SEMOUHA,Micro Site,Micro,2025-06-01 00:00:00,,,Bronze,Nokia,
412,0298AL,Initial,2915AL,M-NASR-WST,N_NASR-WST_0298AL,MIAMI01,C7_0298AL_PH04,Alex,Alex,GLEEM,Outdoor Site,Macro,2025-06-01 00:00:00,,,Silver,Nokia,
413,0469AL,Initial,,,BAKOS,NEWAWAYED01,C2_0469AL_PH09,Alex,Alex,GLEEM,Outdoor Site,Macro,2025-06-01 00:00:00,,,Golden,Nokia,True
414,1036AL,Initial,,,Mansour Alex,NEWAWAYED02,C1_1036AL_PH09,Alex,Alex,SEMOUHA,Micro Site,Micro,2025-06-01 00:00:00,,,Bronze,Nokia,
415,0187AL,Initial,8099AL,FISH FARM BSC,N_FISH-FARM_0187AL,NEWAWAYED02,C3_0187AL_PH03,Alex,Alex,SEMOUHA,Shelter Site,Macro,2025-06-01 00:00:00,,,Golden,Nokia,
